Index,Pairname,NCC_Before,NCC_After,NCC_Delta,SSIM_Before,SSIM_After,SSIM_Delta,NCC_HeartROI_Before,NCC_HeartROI_After,NCC_HeartROI_Delta,SSIM_HeartROI_Before,SSIM_HeartROI_After,SSIM_HeartROI_Delta,NCC_LiverROI_Before,NCC_LiverROI_After,NCC_LiverROI_Delta,SSIM_LiverROI_Before,SSIM_LiverROI_After,SSIM_LiverROI_Delta,Dice_Heart_Before,Dice_Heart_After,Dice_Heart_Delta,Dice_Heart_Cov,Dice_Heart_Rec,Dice_Heart_IoU,Dice_Liver_Before,Dice_Liver_After,Dice_Liver_Delta,Dice_Liver_Cov,Dice_Liver_Rec,Dice_Liver_IoU,Min_Jac,N_Foldings,Jac_Neg_Ratio,Method,Phase
81,block5_slice11_phase01,0.7085,0.864,0.1555,0.9323,0.9942,0.0618,0.2751,0.9879,0.7128,0.8634,0.9901,0.1267,0.9678,0.9984,0.0307,0.889,0.9913,0.1023,0.56,0.881,0.3209,0.856,0.817,0.787,0.9615,0.9927,0.0312,0.998,0.991,0.986,0.0807,0,0.0,MultiPhase,1
82,block5_slice11_phase02,0.5111,0.847,0.3359,0.8516,0.9836,0.1321,0.0265,0.986,0.9594,0.8751,0.9929,0.1178,0.8532,0.9935,0.1403,0.7056,0.9696,0.2641,0.5115,0.7896,0.2781,0.889,0.746,0.652,0.8986,0.9817,0.0831,1.004,0.984,0.964,-1.7145,1285,0.49,MultiPhase,2
83,block5_slice11_phase03,0.3781,0.7817,0.4036,0.8072,0.9499,0.1427,-0.1154,0.9675,1.0829,0.8806,0.99,0.1095,0.7076,0.9673,0.2596,0.6092,0.8952,0.2861,0.3658,0.7022,0.3364,0.852,0.65,0.541,0.8307,0.9579,0.1272,1.012,0.963,0.919,-1.3408,2792,1.07,MultiPhase,3
84,block5_slice11_phase04,0.3282,0.7042,0.3759,0.7938,0.9205,0.1267,-0.149,0.5474,0.6964,0.8684,0.9577,0.0893,0.6399,0.9427,0.3028,0.5698,0.8419,0.2721,0.3458,0.5426,0.1968,0.529,0.415,0.372,0.8073,0.9452,0.1378,1.022,0.956,0.896,-1.6439,3653,1.39,MultiPhase,4
85,block5_slice11_phase05,0.3546,0.7484,0.3938,0.7995,0.9348,0.1353,-0.141,0.9276,1.0686,0.8772,0.9847,0.1074,0.6736,0.9557,0.2821,0.591,0.8658,0.2748,0.3344,0.6744,0.3401,0.767,0.596,0.509,0.8183,0.95,0.1317,1.013,0.956,0.905,-1.6932,2887,1.1,MultiPhase,5
86,block5_slice11_phase06,0.414,0.8128,0.3989,0.8191,0.9649,0.1458,-0.0994,0.9821,1.0815,0.8767,0.9909,0.1141,0.7488,0.9793,0.2305,0.6336,0.9288,0.2952,0.4062,0.7277,0.3215,0.83,0.666,0.572,0.848,0.965,0.117,1.003,0.967,0.932,-1.7196,2562,0.98,MultiPhase,6
87,block5_slice11_phase07,0.5052,0.8444,0.3392,0.8516,0.9828,0.1313,-0.0143,0.9777,0.992,0.8603,0.9885,0.1282,0.8515,0.9933,0.1418,0.709,0.9697,0.2607,0.4614,0.8262,0.3648,0.795,0.742,0.704,0.8994,0.9814,0.082,1.009,0.986,0.963,-1.5469,1301,0.5,MultiPhase,7
88,block5_slice11_phase08,0.6761,0.8627,0.1866,0.9141,0.994,0.0799,0.5239,0.9915,0.4676,0.9284,0.9971,0.0687,0.9449,0.9979,0.053,0.8341,0.9891,0.155,0.7285,0.8803,0.1517,0.959,0.862,0.786,0.9458,0.9896,0.0438,0.987,0.983,0.979,-0.0293,11,0.0,MultiPhase,8
89,block5_slice11_phase09,0.8064,0.8672,0.0608,0.977,0.9965,0.0195,0.7066,0.9935,0.287,0.9369,0.9945,0.0577,0.9917,0.9993,0.0076,0.9655,0.9955,0.03,0.7672,0.929,0.1618,0.947,0.904,0.867,0.9823,0.9956,0.0133,0.996,0.994,0.991,0.0582,0,0.0,MultiPhase,9
90,block5_slice12_phase01,0.6997,0.8529,0.1532,0.9319,0.9943,0.0624,0.2507,0.9836,0.7329,0.8478,0.9903,0.1425,0.9668,0.9984,0.0316,0.8859,0.9909,0.105,0.543,0.8946,0.3517,0.864,0.834,0.809,0.9297,0.9491,0.0194,0.904,0.904,0.903,0.1103,0,0.0,MultiPhase,1
91,block5_slice12_phase02,0.512,0.8311,0.3191,0.851,0.98,0.129,0.0644,0.9864,0.9219,0.8693,0.9927,0.1234,0.8406,0.991,0.1504,0.6892,0.958,0.2688,0.5345,0.8093,0.2747,0.892,0.766,0.68,0.8886,0.9754,0.0868,0.983,0.967,0.952,-1.6131,1311,0.5,MultiPhase,2
92,block5_slice12_phase03,0.3854,0.7686,0.3832,0.8055,0.9442,0.1387,-0.0765,0.9669,1.0434,0.8728,0.991,0.1182,0.68,0.9561,0.2762,0.5805,0.8743,0.2938,0.4064,0.7298,0.3235,0.874,0.684,0.575,0.826,0.9505,0.1245,1.017,0.958,0.906,-1.763,2844,1.08,MultiPhase,3
93,block5_slice12_phase04,0.3345,0.6839,0.3494,0.7947,0.9139,0.1192,-0.0688,0.5669,0.6357,0.8663,0.9567,0.0904,0.6133,0.9227,0.3094,0.551,0.8161,0.2651,0.3802,0.5433,0.1631,0.518,0.412,0.373,0.8026,0.9348,0.1322,1.039,0.953,0.878,-1.7077,3610,1.38,MultiPhase,4
94,block5_slice12_phase05,0.3624,0.7279,0.3655,0.7994,0.9283,0.1289,-0.1055,0.8647,0.9702,0.8693,0.9788,0.1095,0.6471,0.9396,0.2925,0.5679,0.8425,0.2746,0.3618,0.7118,0.35,0.733,0.617,0.553,0.8128,0.9408,0.1281,1.016,0.948,0.888,-1.9239,2936,1.12,MultiPhase,5
95,block5_slice12_phase06,0.418,0.7933,0.3752,0.8168,0.9587,0.1419,-0.0497,0.9812,1.0309,0.8713,0.9918,0.1205,0.7235,0.9726,0.2491,0.6046,0.9091,0.3045,0.4488,0.7716,0.3228,0.821,0.703,0.628,0.8438,0.9603,0.1166,1.019,0.97,0.924,-2.1235,2534,0.97,MultiPhase,6
96,block5_slice12_phase07,0.5006,0.8252,0.3246,0.8502,0.979,0.1288,0.0457,0.9555,0.9098,0.8515,0.9885,0.137,0.838,0.9908,0.1528,0.6903,0.9578,0.2675,0.4665,0.817,0.3506,0.776,0.726,0.691,0.8888,0.9764,0.0876,0.986,0.97,0.954,-1.4517,1270,0.48,MultiPhase,7
97,block5_slice12_phase08,0.67,0.8502,0.1801,0.9143,0.9932,0.0789,0.5272,0.9896,0.4623,0.9198,0.9966,0.0767,0.944,0.9977,0.0537,0.8312,0.987,0.1557,0.7483,0.8734,0.1251,0.962,0.857,0.775,0.921,0.9551,0.0341,0.914,0.914,0.914,-0.1915,64,0.02,MultiPhase,8
98,block5_slice12_phase09,0.7957,0.856,0.0603,0.9769,0.9968,0.0199,0.692,0.9941,0.3021,0.9273,0.9949,0.0675,0.9916,0.9993,0.0076,0.9659,0.9956,0.0296,0.7641,0.9339,0.1698,0.945,0.908,0.876,0.9812,0.9944,0.0133,0.995,0.992,0.989,0.2999,0,0.0,MultiPhase,9
99,block5_slice13_phase01,0.6915,0.8421,0.1506,0.929,0.9932,0.0642,0.2312,0.9769,0.7457,0.8252,0.9912,0.166,0.9642,0.9979,0.0337,0.8744,0.9874,0.113,0.5202,0.9016,0.3815,0.852,0.835,0.821,0.941,0.9813,0.0403,1.03,0.996,0.963,-0.1556,40,0.02,MultiPhase,1
100,block5_slice13_phase02,0.5158,0.819,0.3032,0.8439,0.9746,0.1307,0.1187,0.9879,0.8692,0.857,0.993,0.1361,0.82,0.9872,0.1672,0.6502,0.9403,0.2901,0.5491,0.8364,0.2873,0.896,0.793,0.719,0.7666,0.8307,0.0641,0.833,0.761,0.71,-1.9003,1001,0.38,MultiPhase,2
101,block5_slice13_phase03,0.4008,0.7539,0.3531,0.8021,0.9386,0.1365,-0.0302,0.9397,0.9699,0.8562,0.9873,0.1311,0.6572,0.9473,0.2901,0.545,0.8541,0.3092,0.441,0.7618,0.3207,0.854,0.706,0.615,0.7088,0.8405,0.1317,0.914,0.804,0.725,-1.9133,2697,1.03,MultiPhase,3
102,block5_slice13_phase04,0.3534,0.677,0.3236,0.7932,0.9088,0.1156,0.0315,0.6186,0.5871,0.858,0.9513,0.0933,0.597,0.9118,0.3148,0.5262,0.7955,0.2692,0.4015,0.5276,0.1261,0.461,0.385,0.358,0.6734,0.8323,0.1589,0.92,0.799,0.713,-1.2608,3684,1.41,MultiPhase,4
103,block5_slice13_phase05,0.379,0.7147,0.3357,0.7978,0.9234,0.1257,-0.0516,0.7888,0.8404,0.8546,0.9706,0.1159,0.6285,0.9291,0.3006,0.5404,0.8247,0.2843,0.4108,0.699,0.2882,0.657,0.579,0.537,0.6877,0.8322,0.1445,0.902,0.791,0.713,-1.635,2925,1.12,MultiPhase,5
104,block5_slice13_phase06,0.4283,0.7806,0.3523,0.8115,0.9534,0.1419,0.0095,0.9592,0.9497,0.858,0.9902,0.1322,0.6974,0.9645,0.2671,0.5628,0.8886,0.3258,0.4794,0.7927,0.3133,0.789,0.709,0.657,0.7181,0.8414,0.1233,0.9,0.799,0.726,-2.097,2354,0.9,MultiPhase,6
105,block5_slice13_phase07,0.5,0.8088,0.3088,0.8419,0.9726,0.1307,0.0964,0.8872,0.7908,0.8353,0.9832,0.148,0.8162,0.9865,0.1703,0.6481,0.9388,0.2907,0.4522,0.7965,0.3444,0.747,0.696,0.662,0.7644,0.8269,0.0624,0.828,0.756,0.705,-1.591,1089,0.42,MultiPhase,7
106,block5_slice13_phase08,0.6675,0.8406,0.1731,0.9111,0.9909,0.0798,0.549,0.9907,0.4417,0.9083,0.9966,0.0884,0.9392,0.9965,0.0573,0.8158,0.9803,0.1646,0.7488,0.879,0.1302,0.967,0.865,0.784,0.9158,0.9724,0.0566,1.045,0.994,0.946,-0.2942,109,0.04,MultiPhase,8
107,block5_slice13_phase09,0.7871,0.8474,0.0603,0.9756,0.9969,0.0213,0.667,0.9931,0.3261,0.9103,0.9952,0.0849,0.9915,0.9993,0.0078,0.9641,0.9953,0.0313,0.7521,0.9436,0.1915,0.952,0.921,0.893,0.9701,0.982,0.0119,0.983,0.974,0.965,0.3731,0,0.0,MultiPhase,9
108,block5_slice14_phase01,0.7053,0.8427,0.1374,0.927,0.9921,0.0651,0.2157,0.957,0.7413,0.7978,0.99,0.1922,0.9597,0.9971,0.0374,0.8536,0.9827,0.1291,0.5026,0.8884,0.3858,0.831,0.813,0.799,0.8292,0.8254,-0.0038,0.703,0.703,0.703,-0.1361,24,0.01,MultiPhase,1
109,block5_slice14_phase02,0.5455,0.8239,0.2784,0.8415,0.9759,0.1344,0.1914,0.9847,0.7933,0.8375,0.9929,0.1553,0.8023,0.9844,0.1821,0.6048,0.9364,0.3316,0.557,0.8445,0.2875,0.877,0.792,0.731,0.7775,0.8684,0.0909,0.885,0.818,0.767,-1.7144,689,0.26,MultiPhase,2
110,block5_slice14_phase03,0.4464,0.7585,0.3121,0.8032,0.939,0.1359,0.0396,0.8943,0.8547,0.8357,0.9808,0.145,0.6471,0.9473,0.3003,0.5057,0.8447,0.339,0.4703,0.7612,0.291,0.804,0.687,0.615,0.7898,0.9145,0.1248,1.139,0.978,0.843,-1.2407,2154,0.82,MultiPhase,3
111,block5_slice14_phase04,0.4072,0.6883,0.2811,0.7933,0.9071,0.1138,0.1548,0.6753,0.5205,0.8484,0.9374,0.089,0.59,0.9112,0.3212,0.4865,0.7756,0.2892,0.4338,0.5005,0.0666,0.398,0.35,0.334,0.7664,0.8869,0.1205,1.185,0.969,0.797,-1.1077,3261,1.24,MultiPhase,4
112,block5_slice14_phase05,0.4277,0.7276,0.2999,0.7992,0.9231,0.124,0.0242,0.7838,0.7596,0.8364,0.9653,0.1289,0.6193,0.9277,0.3084,0.5028,0.8084,0.3056,0.4445,0.6544,0.2099,0.572,0.514,0.486,0.7751,0.9014,0.1263,1.158,0.973,0.821,-1.1643,2500,0.95,MultiPhase,5
113,block5_slice14_phase06,0.4697,0.7841,0.3144,0.8122,0.9533,0.1412,0.0892,0.8997,0.8104,0.8393,0.982,0.1427,0.6834,0.9624,0.279,0.5228,0.8806,0.3577,0.4858,0.7641,0.2783,0.712,0.654,0.618,0.7278,0.8484,0.1207,0.887,0.8,0.737,-1.2321,1869,0.71,MultiPhase,6
114,block5_slice14_phase07,0.5305,0.8105,0.28,0.8384,0.9714,0.133,0.1495,0.7741,0.6246,0.8194,0.9653,0.1459,0.7975,0.9832,0.1857,0.5994,0.9318,0.3324,0.4276,0.6877,0.2602,0.63,0.561,0.524,0.7767,0.8697,0.093,0.887,0.82,0.77,-1.4724,1316,0.5,MultiPhase,7
115,block5_slice14_phase08,0.69,0.8446,0.1546,0.9093,0.9906,0.0813,0.5937,0.9927,0.399,0.8939,0.9967,0.1028,0.9327,0.9954,0.0628,0.7896,0.9761,0.1865,0.7423,0.8806,0.1383,0.964,0.865,0.787,0.8341,0.8383,0.0042,0.722,0.722,0.722,-0.2516,85,0.03,MultiPhase,8
116,block5_slice14_phase09,0.7951,0.8515,0.0565,0.9739,0.9969,0.0231,0.6452,0.9905,0.3454,0.8859,0.9949,0.109,0.991,0.9993,0.0083,0.9582,0.9947,0.0366,0.728,0.9508,0.2227,0.966,0.934,0.906,0.9725,0.989,0.0165,1.013,0.995,0.978,0.2809,0,0.0,MultiPhase,9
117,block5_slice15_phase01,0.72,0.8438,0.1238,0.9294,0.9926,0.0631,0.2087,0.9052,0.6965,0.7998,0.9786,0.1788,0.9537,0.997,0.0433,0.8355,0.9833,0.1478,0.476,0.8292,0.3532,0.746,0.724,0.708,0.8822,0.9412,0.059,1.105,0.991,0.889,-0.1708,66,0.03,MultiPhase,1
118,block5_slice15_phase02,0.5777,0.8229,0.2452,0.848,0.9767,0.1287,0.2971,0.96,0.6629,0.8417,0.9905,0.1488,0.7924,0.982,0.1896,0.5857,0.9329,0.3472,0.5664,0.8174,0.251,0.817,0.743,0.691,0.5939,0.6469,0.0531,1.881,0.932,0.478,-0.6563,700,0.27,MultiPhase,2
119,block5_slice15_phase03,0.4915,0.7609,0.2694,0.812,0.9395,0.1275,0.1759,0.8438,0.6679,0.8459,0.9671,0.1212,0.6381,0.9413,0.3032,0.4851,0.8291,0.344,0.5081,0.6601,0.152,0.625,0.536,0.493,0.5348,0.5776,0.0428,2.258,0.941,0.406,-0.8663,2217,0.85,MultiPhase,3
120,block5_slice15_phase04,0.4565,0.6996,0.2431,0.8025,0.909,0.1065,0.2904,0.7009,0.4105,0.8642,0.9223,0.0582,0.5801,0.9063,0.3262,0.4633,0.7576,0.2943,0.4595,0.47,0.0105,0.374,0.323,0.307,0.4138,0.4048,-0.009,1.838,0.575,0.254,-0.6409,2954,1.13,MultiPhase,4
121,block5_slice15_phase05,0.4738,0.7365,0.2628,0.8082,0.924,0.1158,0.1623,0.815,0.6527,0.8446,0.9606,0.116,0.6076,0.9214,0.3138,0.4803,0.7863,0.306,0.4751,0.6111,0.136,0.524,0.466,0.44,0.4107,0.403,-0.0077,1.725,0.549,0.252,-0.7631,2606,0.99,MultiPhase,5
122,block5_slice15_phase06,0.5126,0.7893,0.2768,0.8211,0.9535,0.1324,0.221,0.8019,0.5809,0.846,0.9615,0.1155,0.6765,0.9573,0.2808,0.5076,0.8704,0.3629,0.504,0.6737,0.1697,0.611,0.543,0.508,0.5586,0.6106,0.052,1.93,0.894,0.439,-1.5509,1879,0.72,MultiPhase,6
123,block5_slice15_phase07,0.5613,0.812,0.2508,0.8443,0.9713,0.127,0.2191,0.726,0.5069,0.8286,0.9441,0.1155,0.7882,0.9805,0.1924,0.5778,0.926,0.3483,0.4175,0.6272,0.2097,0.592,0.499,0.457,0.5932,0.6442,0.051,1.891,0.931,0.475,-1.4684,1547,0.59,MultiPhase,7
124,block5_slice15_phase08,0.7083,0.8476,0.1393,0.9128,0.9923,0.0795,0.6534,0.9924,0.3389,0.8933,0.9963,0.1029,0.9259,0.9954,0.0695,0.7715,0.978,0.2066,0.7436,0.8869,0.1433,0.962,0.87,0.797,0.6413,0.6778,0.0365,1.932,0.993,0.513,-0.0828,29,0.01,MultiPhase,8
125,block5_slice15_phase09,0.8022,0.8546,0.0525,0.9741,0.997,0.0229,0.6425,0.9839,0.3414,0.8784,0.9939,0.1155,0.9896,0.9992,0.0096,0.9512,0.994,0.0428,0.7049,0.943,0.2381,0.947,0.918,0.892,0.9445,0.9729,0.0284,1.047,0.996,0.947,0.2258,0,0.0,MultiPhase,9
126,block5_slice16_phase01,0.7301,0.8465,0.1164,0.9343,0.9924,0.0581,0.2227,0.8773,0.6546,0.8298,0.9695,0.1397,0.9481,0.9961,0.048,0.8268,0.9823,0.1555,0.443,0.7595,0.3165,0.669,0.634,0.612,0.9129,0.9653,0.0524,1.05,0.989,0.933,-0.484,558,0.21,MultiPhase,1
127,block5_slice16_phase02,0.6036,0.8302,0.2267,0.8595,0.9748,0.1153,0.4098,0.9133,0.5035,0.8681,0.9791,0.1111,0.7859,0.9736,0.1877,0.5927,0.9225,0.3298,0.5391,0.7179,0.1788,0.678,0.602,0.56,0.7924,0.8978,0.1053,0.893,0.85,0.814,-0.9364,688,0.26,MultiPhase,2
128,block5_slice16_phase03,0.5261,0.7735,0.2474,0.8263,0.9415,0.1152,0.3685,0.8293,0.4607,0.8744,0.9548,0.0804,0.627,0.9284,0.3014,0.4923,0.8214,0.3292,0.5084,0.6106,0.1021,0.505,0.459,0.439,0.7104,0.7573,0.0469,0.943,0.736,0.609,-0.7524,2561,0.98,MultiPhase,3
129,block5_slice16_phase04,0.496,0.7153,0.2193,0.8167,0.9151,0.0983,0.3422,0.613,0.2708,0.8843,0.9087,0.0244,0.5725,0.8971,0.3245,0.468,0.7591,0.2911,0.4621,0.4492,-0.0129,0.403,0.315,0.29,0.7862,0.8332,0.047,1.261,0.942,0.714,-0.9328,2965,1.13,MultiPhase,4
130,block5_slice16_phase05,0.5107,0.7487,0.238,0.8217,0.9288,0.1071,0.3509,0.8226,0.4717,0.8685,0.9513,0.0828,0.5972,0.9119,0.3148,0.4833,0.7863,0.303,0.5019,0.6072,0.1053,0.466,0.445,0.436,0.7913,0.834,0.0427,1.261,0.943,0.715,-0.7991,2923,1.12,MultiPhase,5
131,block5_slice16_phase06,0.546,0.7984,0.2523,0.8347,0.954,0.1193,0.377,0.8187,0.4417,0.8682,0.9552,0.087,0.6687,0.9459,0.2772,0.5169,0.8607,0.3438,0.4877,0.6234,0.1358,0.534,0.478,0.453,0.7226,0.7689,0.0463,0.921,0.739,0.625,-0.9304,2304,0.88,MultiPhase,6
132,block5_slice16_phase07,0.5905,0.8225,0.2321,0.857,0.971,0.114,0.2907,0.7769,0.4862,0.8559,0.9421,0.0862,0.7844,0.9733,0.1889,0.5878,0.9184,0.3307,0.4463,0.6095,0.1632,0.598,0.487,0.438,0.7924,0.8981,0.1057,0.895,0.851,0.815,-1.095,1238,0.47,MultiPhase,7
133,block5_slice16_phase08,0.7212,0.8515,0.1303,0.9193,0.9923,0.073,0.7097,0.9868,0.2771,0.9098,0.9948,0.085,0.9202,0.994,0.0737,0.7681,0.9769,0.2089,0.7462,0.8847,0.1385,0.934,0.856,0.793,0.8855,0.957,0.0714,1.03,0.971,0.918,-0.0248,5,0.0,MultiPhase,8
134,block5_slice16_phase09,0.8047,0.8559,0.0512,0.9759,0.9966,0.0207,0.6583,0.9779,0.3196,0.8974,0.9934,0.096,0.9874,0.9988,0.0114,0.9451,0.9918,0.0467,0.695,0.9207,0.2257,0.879,0.865,0.853,0.9581,0.9806,0.0225,1.033,0.997,0.962,0.135,0,0.0,MultiPhase,9
135,block5_slice17_phase01,0.7448,0.8494,0.1046,0.9442,0.9924,0.0482,0.2749,0.8794,0.6045,0.8733,0.9678,0.0944,0.9471,0.9941,0.047,0.8414,0.9818,0.1404,0.4824,0.7774,0.2951,0.689,0.657,0.636,0.8991,0.9403,0.0412,0.932,0.908,0.887,-0.5646,522,0.2,MultiPhase,1
136,block5_slice17_phase02,0.6196,0.8335,0.2139,0.8767,0.9749,0.0982,0.4603,0.9024,0.4421,0.8907,0.9712,0.0805,0.7874,0.9647,0.1773,0.6301,0.9198,0.2897,0.5023,0.6718,0.1695,0.62,0.544,0.506,0.7549,0.7848,0.03,0.918,0.753,0.646,-0.4812,1547,0.59,MultiPhase,2
137,block5_slice17_phase03,0.5448,0.7843,0.2395,0.8435,0.9476,0.1041,0.4982,0.7918,0.2936,0.8953,0.9463,0.051,0.632,0.9263,0.2943,0.5242,0.835,0.3108,0.548,0.5771,0.0291,0.499,0.433,0.406,0.8197,0.8527,0.033,1.223,0.948,0.743,-1.6163,3181,1.21,MultiPhase,3
138,block5_slice17_phase04,0.5156,0.7247,0.209,0.8346,0.9211,0.0865,0.0943,0.2875,0.1932,0.8918,0.9031,0.0113,0.5847,0.8976,0.3129,0.499,0.7633,0.2643,0.0143,0.2041,0.1899,0.735,0.177,0.114,0.7435,0.8037,0.0602,1.018,0.811,0.672,-1.6643,3222,1.23,MultiPhase,4
139,block5_slice17_phase05,0.5295,0.7567,0.2273,0.8391,0.9341,0.095,0.4921,0.7256,0.2335,0.8959,0.937,0.0411,0.6054,0.9108,0.3053,0.5123,0.795,0.2827,0.5236,0.575,0.0514,0.458,0.419,0.404,0.7455,0.7973,0.0518,1.005,0.799,0.663,-1.6085,3189,1.22,MultiPhase,5
140,block5_slice17_phase06,0.5647,0.8062,0.2415,0.8515,0.9591,0.1075,0.4802,0.8279,0.3477,0.8893,0.9535,0.0642,0.6725,0.9409,0.2684,0.5494,0.8712,0.3218,0.5203,0.5907,0.0704,0.532,0.452,0.419,0.8263,0.856,0.0297,1.222,0.951,0.748,-1.7442,2820,1.08,MultiPhase,6
141,block5_slice17_phase07,0.611,0.827,0.216,0.8765,0.9724,0.0959,0.3363,0.8008,0.4646,0.8895,0.9498,0.0603,0.7891,0.9646,0.1755,0.6304,0.9167,0.2863,0.4639,0.5876,0.1237,0.609,0.473,0.416,0.755,0.7852,0.0303,0.918,0.753,0.646,-0.7752,1677,0.64,MultiPhase,7
142,block5_slice17_phase08,0.7359,0.8525,0.1166,0.93,0.9911,0.0611,0.7147,0.9728,0.2581,0.9325,0.9911,0.0587,0.9186,0.9901,0.0714,0.787,0.973,0.1859,0.736,0.8545,0.1185,0.883,0.804,0.746,0.6485,0.6703,0.0219,0.527,0.512,0.504,-0.0716,41,0.02,MultiPhase,8
143,block5_slice17_phase09,0.8114,0.8586,0.0472,0.9794,0.9962,0.0167,0.6736,0.9731,0.2996,0.9294,0.9906,0.0611,0.9858,0.9977,0.012,0.9468,0.9895,0.0427,0.6834,0.892,0.2086,0.847,0.824,0.805,0.9364,0.9414,0.0049,0.933,0.91,0.889,-0.0699,36,0.01,MultiPhase,9
144,block5_slice18_phase01,0.7533,0.8464,0.0931,0.9562,0.9927,0.0365,0.4026,0.8889,0.4864,0.9165,0.9723,0.0558,0.9542,0.9937,0.0395,0.8718,0.9821,0.1103,0.6508,0.6967,0.0459,1.264,0.789,0.535,0.9351,0.9698,0.0348,0.992,0.966,0.941,-0.3042,488,0.19,MultiPhase,1
145,block5_slice18_phase02,0.6297,0.8338,0.2041,0.8954,0.9795,0.084,0.4781,0.8981,0.42,0.9122,0.9723,0.0601,0.8044,0.9693,0.1649,0.6812,0.9357,0.2545,0.6076,0.5264,-0.0812,1.059,0.542,0.357,0.8382,0.8693,0.0311,1.299,0.999,0.769,-0.6923,1536,0.59,MultiPhase,2
146,block5_slice18_phase03,0.5549,0.7747,0.2198,0.8607,0.9504,0.0896,0.5644,0.6472,0.0828,0.9155,0.9405,0.0249,0.6499,0.9368,0.2869,0.5656,0.8427,0.2771,0.6123,0.5093,-0.1031,0.826,0.465,0.342,0.8467,0.9376,0.0909,1.099,0.984,0.883,-1.2139,3121,1.19,MultiPhase,3
147,block5_slice18_phase04,0.5204,0.7115,0.1911,0.8506,0.9224,0.0718,-0.1505,-0.1116,0.039,0.9022,0.9066,0.0044,0.6037,0.8988,0.2951,0.5332,0.7553,0.2222,0.1473,0.0242,-0.1231,1.904,0.035,0.012,0.8314,0.9308,0.0993,1.08,0.968,0.87,-1.0555,3233,1.23,MultiPhase,4
148,block5_slice18_phase05,0.5395,0.7428,0.2033,0.8548,0.9338,0.079,0.5485,0.5321,-0.0164,0.9153,0.9303,0.015,0.6217,0.9146,0.2929,0.5451,0.7884,0.2433,0.5115,0.3673,-0.1443,1.679,0.492,0.225,0.8413,0.9354,0.094,1.083,0.974,0.879,-1.0879,3246,1.24,MultiPhase,5
149,block5_slice18_phase06,0.5757,0.8038,0.2281,0.8691,0.9636,0.0946,0.5392,0.7765,0.2374,0.9134,0.9524,0.039,0.691,0.9505,0.2595,0.5932,0.8859,0.2927,0.5887,0.4761,-0.1126,0.914,0.456,0.312,0.8589,0.9443,0.0853,1.09,0.987,0.894,-1.4944,2918,1.11,MultiPhase,6
150,block5_slice18_phase07,0.6229,0.8274,0.2045,0.8956,0.9774,0.0818,0.3088,0.7914,0.4826,0.911,0.9515,0.0405,0.8069,0.9691,0.1622,0.6816,0.9331,0.2515,0.5287,0.5003,-0.0284,1.041,0.511,0.334,0.8381,0.8697,0.0316,1.298,0.999,0.769,-0.8289,1553,0.59,MultiPhase,7
151,block5_slice18_phase08,0.7378,0.8497,0.1119,0.9418,0.9912,0.0494,0.6388,0.9555,0.3167,0.9443,0.9882,0.0438,0.9255,0.9893,0.0638,0.8207,0.9734,0.1528,0.6886,0.6214,-0.0672,1.33,0.724,0.451,0.9197,0.9641,0.0444,0.995,0.961,0.931,-0.234,138,0.05,MultiPhase,8
152,block5_slice18_phase09,0.8093,0.8556,0.0463,0.9836,0.9962,0.0126,0.6932,0.9669,0.2737,0.9495,0.9895,0.04,0.9869,0.9977,0.0107,0.9562,0.9908,0.0346,0.7344,0.7763,0.0419,1.346,0.911,0.634,0.6062,0.5852,-0.021,0.494,0.437,0.414,-0.1459,195,0.07,MultiPhase,9
